,Run,antibody_used,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_Line,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,treatment,geo_id,chip_antibody,differentiation_time_point,msc_donor,donor_id,passage,Biomaterial_provider,disease_state,tissue,Antibody,Condition,replicate,antibody,controls,selected,is_sample,peak_width,has_disease
109,SRR10344807,,ChIP-Seq,50,869286900,PRJNA579487,SAMN13112422,355399572,,human aortic endothelial cell,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7054608,GSM4139536,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139536,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor12,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
110,SRR10344808,,ChIP-Seq,50,1503699300,PRJNA579487,SAMN13112421,570943595,,human aortic endothelial cell,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX7054801,GSM4139537,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139537,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor13,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
111,SRR10344809,,ChIP-Seq,50,887614450,PRJNA579487,SAMN13112420,358130958,,human aortic endothelial cell,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX7054802,GSM4139538,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139538,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor14,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
112,SRR10344810,,ChIP-Seq,50,1310761350,PRJNA579487,SAMN13112419,518406213,,human aortic endothelial cell,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7054803,GSM4139539,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139539,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor15,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
113,SRR10344814,,ChIP-Seq,50,643622800,PRJNA579487,SAMN13112415,251850324,,human aortic endothelial cell,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7054807,GSM4139543,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139543,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor19,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
114,SRR10344815,,ChIP-Seq,50,1354410000,PRJNA579487,SAMN13112414,510490257,,human aortic endothelial cell,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7054808,GSM4139544,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139544,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor21,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
115,SRR10344816,,ChIP-Seq,50,1354361450,PRJNA579487,SAMN13112413,514597541,,human aortic endothelial cell,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7054809,GSM4139545,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139545,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor22,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
116,SRR10344817,,ChIP-Seq,50,578061350,PRJNA579487,SAMN13112412,232238187,,human aortic endothelial cell,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7054810,GSM4139546,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139546,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor23,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
117,SRR10344818,,ChIP-Seq,50,642460250,PRJNA579487,SAMN13112411,242481225,,human aortic endothelial cell,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX7054811,GSM4139547,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139547,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor24,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
118,SRR10344819,,ChIP-Seq,50,533511100,PRJNA579487,SAMN13112410,202586361,,human aortic endothelial cell,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7054812,GSM4139548,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139548,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor25,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
119,SRR10344820,,ChIP-Seq,50,559398800,PRJNA579487,SAMN13112438,210171965,,human aortic endothelial cell,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7054813,GSM4139549,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139549,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor25,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
120,SRR10344821,,ChIP-Seq,50,457067350,PRJNA579487,SAMN13112409,184533252,,human aortic endothelial cell,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX7054814,GSM4139550,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139550,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor26,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
121,SRR10344822,,ChIP-Seq,50,748741400,PRJNA579487,SAMN13112408,272217559,,human aortic endothelial cell,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7054815,GSM4139551,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139551,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor29,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
122,SRR10344823,,ChIP-Seq,50,963944600,PRJNA579487,SAMN13112407,350762430,,human aortic endothelial cell,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7054816,GSM4139552,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139552,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor30,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
123,SRR10344824,,ChIP-Seq,50,1582500500,PRJNA579487,SAMN13112441,583630362,,human aortic endothelial cell,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7054865,GSM4139553,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139553,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor31,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
124,SRR10344825,,ChIP-Seq,50,1023167400,PRJNA579487,SAMN13112440,387526529,,human aortic endothelial cell,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7054866,GSM4139554,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139554,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor32,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
125,SRR10344826,,ChIP-Seq,50,677033350,PRJNA579487,SAMN13112439,274077889,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX7054867,GSM4139555,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139555,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor33,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
126,SRR10344827,,ChIP-Seq,50,766375900,PRJNA579487,SAMN13112437,287290157,,human aortic endothelial cell,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7054868,GSM4139556,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139556,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor35,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
127,SRR10344828,,ChIP-Seq,50,1473344200,PRJNA579487,SAMN13112436,549005202,,human aortic endothelial cell,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX7054869,GSM4139557,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139557,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor36,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
128,SRR10344829,,ChIP-Seq,50,960198650,PRJNA579487,SAMN13112435,368047546,,human aortic endothelial cell,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7054870,GSM4139558,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139558,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor37,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
129,SRR10344830,,ChIP-Seq,50,1029555800,PRJNA579487,SAMN13112434,393258243,,human aortic endothelial cell,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX7054871,GSM4139559,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139559,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor38,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
